Wavelength,Flux
3586.0,6.439212357767232e-11
3587.0,6.407870761782064e-11
3588.0,6.428892834753341e-11
3589.0,6.692354309612014e-11
3590.0,6.667748991828759e-11
3591.0,6.63029561809303e-11
3592.0,6.578699390802356e-11
3593.0,6.555984921607916e-11
3594.0,6.59836560390481e-11
3595.0,6.586548667586456e-11
3596.0,6.556807180535529e-11
3597.0,6.603399771432095e-11
3598.0,6.636061145037786e-11
3599.0,6.659641588191434e-11
3600.0,6.648388090058077e-11
3601.0,6.584925660302332e-11
3602.0,6.574873284703742e-11
3603.0,6.56405554910755e-11
3604.0,6.712106564998876e-11
3605.0,6.754146547605089e-11
3606.0,6.75617339851442e-11
3607.0,6.691384252244248e-11
3608.0,6.583583678221316e-11
3609.0,6.596460183638797e-11
3610.0,6.602707269820485e-11
3611.0,6.751390418946457e-11
3612.0,6.744944880399117e-11
3613.0,6.715449030192389e-11
3614.0,6.672069841062722e-11
3615.0,6.63892829599888e-11
3616.0,6.708310990033439e-11
3617.0,6.716112388449602e-11
3618.0,6.700407589876889e-11
3619.0,6.797618717913068e-11
3620.0,6.911467925752035e-11
3621.0,6.971675320377457e-11
3622.0,6.987418282866642e-11
3623.0,6.930163387597332e-11
3624.0,6.911128613840134e-11
3625.0,6.876431368763036e-11
3626.0,6.908935229477109e-11
3627.0,6.926276913121754e-11
3628.0,6.990048817545613e-11
3629.0,6.970593546817838e-11
3630.0,6.901428734051862e-11
3631.0,6.81946582536952e-11
3632.0,6.751286335537898e-11
3633.0,6.631867971451655e-11
3634.0,6.612568131947327e-11
3635.0,6.629632953725206e-11
3636.0,6.623047249521008e-11
3637.0,6.614645636782157e-11
3638.0,6.700429794337381e-11
3639.0,6.728925056043167e-11
3640.0,6.672535440843674e-11
3641.0,6.668927216013643e-11
3642.0,6.661708684685408e-11
3643.0,6.67469343684779e-11
3644.0,6.682284586778664e-11
3645.0,6.61752805330984e-11
3646.0,6.599559093656282e-11
3647.0,6.555184173251405e-11
3648.0,6.610421238173458e-11
3649.0,6.660443030437335e-11
3650.0,6.740767666268965e-11
3651.0,6.754270753805969e-11
3652.0,6.72654987265986e-11
3653.0,6.710020039601972e-11
3654.0,6.687047443554306e-11
3655.0,6.641780181393386e-11
3656.0,6.625196918852438e-11
3657.0,6.718939293826054e-11
3658.0,6.714204192626028e-11
3659.0,6.703761851190038e-11
3660.0,6.649551742565762e-11
3661.0,6.614886416400623e-11
3662.0,6.551453129999274e-11
3663.0,6.539739583200088e-11
3664.0,6.51935519457858e-11
3665.0,6.552962339423374e-11
3666.0,6.586080986137333e-11
3667.0,6.49266404528781e-11
3668.0,6.475771308078748e-11
3669.0,6.532210883314349e-11
3670.0,6.564011140186565e-11
3671.0,6.61221702391579e-11
3672.0,6.513870692836932e-11
3673.0,6.470775304467935e-11
3674.0,6.382872702603848e-11
3675.0,6.365387383855392e-11
3676.0,6.324261947465715e-11
3677.0,6.34323774062473e-11
3678.0,6.356484782976679e-11
3679.0,6.295258758726163e-11
3680.0,6.304642224952417e-11
3681.0,6.380556499818724e-11
3682.0,6.369089283753127e-11
3683.0,6.356797727091745e-11
3684.0,6.367334437484828e-11
3685.0,6.366922961076327e-11
3686.0,6.327234569614149e-11
3687.0,6.359618387463684e-11
3688.0,6.413310854602727e-11
3689.0,6.413691105988661e-11
3690.0,6.413874292787725e-11
3691.0,6.224829679490895e-11
3692.0,6.167828053849078e-11
3693.0,6.028359755827495e-11
3694.0,5.995900997923798e-11
3695.0,5.97120200507284e-11
3696.0,6.079414749393663e-11
3697.0,6.107258448961872e-11
3698.0,6.163809046499935e-11
3699.0,6.191487600393231e-11
3700.0,6.223795784299213e-11
3701.0,6.077168629436969e-11
3702.0,6.002354169254431e-11
3703.0,5.536683264639741e-11
3704.0,5.460659355249753e-11
3705.0,5.322667306906226e-11
3706.0,5.624134144510684e-11
3707.0,5.7842779177530446e-11
3708.0,5.889273096970626e-11
3709.0,5.830701893527745e-11
3710.0,5.6376639467892176e-11
3711.0,5.5344548388625014e-11
3712.0,5.4489378287225776e-11
3713.0,5.5812590660231365e-11
3714.0,5.64632542110477e-11
3715.0,5.891347132358504e-11
3716.0,5.958242232928512e-11
3717.0,6.04323396879991e-11
3718.0,6.039971994775684e-11
3719.0,6.024299809004319e-11
3720.0,5.6370970391572683e-11
3721.0,5.566553815117281e-11
3722.0,5.425879884279894e-11
3723.0,5.579089967788775e-11
3724.0,5.668329694508145e-11
3725.0,5.821397530691996e-11
3726.0,5.886365700424889e-11
3727.0,6.067519403574195e-11
3728.0,6.073580527399258e-11
3729.0,6.079048375795537e-11
3730.0,5.901120564422158e-11
3731.0,5.831538724132557e-11
3732.0,5.603911432117137e-11
3733.0,5.4476645416912106e-11
3734.0,5.231393443438925e-11
3735.0,5.429873564666288e-11
3736.0,5.51435806739331e-11
3737.0,5.921336337921801e-11
3738.0,5.99869251494134e-11
3739.0,6.168490024327511e-11
3740.0,6.130396884573841e-11
3741.0,6.106128103144925e-11
3742.0,6.10304515258342e-11
3743.0,6.102304772603873e-11
3744.0,6.100649846407791e-11
3745.0,6.058426677002515e-11
3746.0,6.016979969825087e-11
3747.0,5.642817116346954e-11
3748.0,5.5009490018687046e-11
3749.0,5.0557096703540694e-11
3750.0,5.1253896959924106e-11
3751.0,5.2305937359165e-11
3752.0,5.5173473428871134e-11
3753.0,5.6424250688413835e-11
3754.0,5.6913942309000376e-11
3755.0,5.691777257843533e-11
3756.0,5.692005894397667e-11
3757.0,5.620365631231472e-11
3758.0,5.570549577171846e-11
3759.0,5.369953440248487e-11
3760.0,5.3621242862567087e-11
3761.0,5.4391539883180684e-11
3762.0,5.6397539416330744e-11
3763.0,5.854132456573069e-11
3764.0,5.887209469923604e-11
3765.0,5.875923358988899e-11
3766.0,5.637549455039803e-11
3767.0,5.505840228181569e-11
3768.0,5.288370782952079e-11
3769.0,4.961825741944814e-11
3770.0,4.8046917139332734e-11
3771.0,4.908329992447946e-11
3772.0,5.040967643310523e-11
3773.0,5.390081436740246e-11
3774.0,5.548321871384765e-11
3775.0,5.6682575300115445e-11
3776.0,5.724640206317133e-11
3777.0,5.7308567613656436e-11
3778.0,5.71839277319075e-11
3779.0,5.767517366472852e-11
3780.0,5.824630361361827e-11
3781.0,5.778656719801489e-11
